s,highlight,text_url
ךא,"ידו""ד צבאו""ת ידו""ד אלה""ים שסוד אלו הספירות א""ל ח""י הוא הידוע במדת היו""ד ונקרא צד שמאל עם כמה שאר ענינים שרמזנו בזכרונם י""י צבאו""ת הוא הידוע במדת נצח ונקרא צד ימין עם שאר כמה עניינים ידועים י""י הוא סוד <b>תפךארת</b>",https://www.sefaria.org.il/Shaarei_Tzedek_5:10?lang=he
ךא,"אם אותו יתבייש יאמר לו לא ועוד גורם שישנא אותו שלא רוצה להיות ערב שלו אלא אמור לו אחשוב בדבר ולך בסתר כו' ואם לאו לא אקח אותך ואם כו' ואם יקח כו' ר""ל לא תאמר בפני פלוני אם פלוני יהיה ער' שלי אז אלוה <b>לךאם</b>",https://www.sefaria.org.il/Perush_Kadmon_on_Sefer_Chasidim_1089:1:2?lang=he
ךא,"יבואר עפ""י המד""ר לך <b>לךאני</b> פוטרך מכיבוד אב.","https://www.sefaria.org.il/Tiferet_Shlomo,_on_Torah,_Lech_Lecha_3?lang=he"
ךא,הדבר מתבטא בכך שהאדם צריך לעשות בעצמו את הטיוח <b>וךא</b> לשכור פועל או חבר שיעשה את העבודה. לא הטיוח עיקר אלא ההשתתפות של בעל הבית.,https://www.sefaria.org.il/Mishnat_Eretz_Yisrael_on_Mishnah_Negaim_12:6:4?lang=he
ךא,"ומשו""ה באיש שאין הגלוי כל כך צריך להפסיק בין האש וזה טעם <b>ךאיש</b> יוך באמצע אותיות אש.",https://www.sefaria.org.il/Petach_Einayim_on_Sotah_17a:1?lang=he
ךא,"באר חפרוה שרים <b>ךאחר</b> מרים חזרה בזכות שניהם משה ואהרן וז""ש חפרוה שרים. ואחר אהרן במחוקק במשענותם מחוקק משה רבינו ע""ה כי בזכותו לבד היה הבאר. ולא יש בפסוק כי אם שני פעמים באר שבא בזכות מרים.",https://www.sefaria.org.il/Petach_Einayim_on_Taanit_9a:2?lang=he
ךא,ותו <b>ךאיך</b> בשעה קלה ראה שחכם כרבו דהגם דבאיזה הלכות ראה שהוא חכם אין ראיה מחכמתו כי רבה לאחשוביה שהוא כרבו.,https://www.sefaria.org.il/Petach_Einayim_on_Ketubot_62b:3?lang=he
ךא,"שלשה על הרמב""ן וכתב ואפשר דל""ג ליה ע""ש וגם מהרב אשתמיטיתיה גירסת בה""ג: וחזה הוית להרמב""ח שם שכתב משם הרב קרבן אהרן דהתוס' סבירא להו דכך מסור בידו דר' ישמעאל הלכה למשה מסיני וכתב עליו ודברים תמוהים הם <b>ךאיך</b>",https://www.sefaria.org.il/Petach_Einayim_on_Sukkah_34b:2?lang=he
ךא,"כרבי נתן, דדילמא התם הוא דסתם לן תנא כוותיה, דמכל מקום קצת כוונה יש, שהרי יש כוונת חתיכה בשר בעלמא, אבל הכא דהפילה הוא דאינו מתכוין לשום חתיכה כלל לא, והוא הדין לזרק סכין לנעצה בכותל דאמר רבי נתן דכשרה <b>דךא</b>",https://www.sefaria.org.il/Rashba_on_Chullin_31a:6?lang=he
ךא,"[אך] המחלל שם שמים, הנה כבודו מלא עולם, וסוף סוף אחד שוגג ואחד מזיד הרי חלל כבודו <b>יתברךאשר</b> הוא מלא עולם. וכאשר נעשה רושם... כאשר היה גורם חלול כבודו יתברך, אין דומה חטא זה אל חטא אחר שוגג.",https://www.sefaria.org.il/Notes_by_Rabbi_Yehoshua_Hartman_on_Ohr_Chadash_1:16:47?lang=he
ךא,לְעוֹלָם אֵין חַמָּה נוֹטָה לְמַעֲרָב <b>אֶךָּא</b> בְסוֹף שֶׁנַע.,https://www.sefaria.org.il/Jerusalem_Talmud_Sanhedrin_5:3:5?lang=he
ךא,"מרמז לכ""ע כתרים לאותיות כמ""ש והיינו שעל ידי תשובה מברר השי""ת את הבעל תשובה אם יהיו חטאיכם כשנים הללו שסדורות ובאות מששת ימי בראשית והיינו שעוד תיכף במאמר בראשית הוזכר חושך ומעשיהן של רשעים דלית נהורא <b>אלךא</b>","https://www.sefaria.org.il/Pri_Tzadik,_Masei_11:3?lang=he"
ךא,וירגז המלך ויעל על עלית השער ויבך וכה אמר בלכתו בני אבשלום אבשלום בני בני וגו' הני תמניא בני שבעה דאסקיה משבעה מדורי גיהנם <b>ויירךאיכא</b> דאמרי דקריב רישייה לגבי גופיה ואיכא דאמרי דאתייה לעלמא דאתי.,https://www.sefaria.org.il/Yalkut_Shimoni_on_Nach_151:9?lang=he
ךא,"כרשב""ג דאמר טול לי שא לי יהא לי בידך חד בר נש שלח גיטא לאיתתיה אמרה ליה יהא לי בידך הוה עובדא קמיה דר' אמי אמר אם רצה להחזיר לא יחזיר נראה שלא גרסינן לא יחזיר אלא יחזיר גרסינן מה ופליג שנייא היא יהא לי <b>בידךא""ר</b>",https://www.sefaria.org.il/Chiddushei_Ramban_on_Gittin_63b:2?lang=he
ךא,ד פירוש מדכתיב יאירו שבעת הנרות על <b>כרחךאפתילות</b> קאי שהם המאירים דאי קאי אנרות שהם הבזיכין הוה ליה למימר אל מול פני המנורה יהיו נוטים שבעת הנרות.,"https://www.sefaria.org.il/Siftei_Chakhamim,_Numbers_8:2:4?lang=he"
ךא,"זש""ה עבד משכיל ימשול בבן מביש זה ירמיהו שמשל בישראל שביישו את עצמם לע""א, <b>ובתוךאחים</b> יחלק נחלה דכתיב ויצא ירימיהו מירושלים, רב אמר ליטול חלקו יצא, ר' בנימין בן לוי אמר למשרי תמן נבואן סגיאן, דבר ירמיהו אין",https://www.sefaria.org.il/Yalkut_Shimoni_on_Nach_326:2?lang=he
ךא,ובכל ישראל שזוכין להיחוד בבחינת אמונה וכמו שאמרנו שזה שאמרו השבטים כשם שאין בלבך <b>אלךא</b> אחד כך אין בלבינו וכו' הדברי תורה בבחינת דיבור.,"https://www.sefaria.org.il/Pri_Tzadik,_Shemot_5:1?lang=he"
ךא,"ואחישנה אם זכו על ידי תשובה היא בתשרי היום אם בקולו תשמעו ונתבאר וזהו ההבדל בין תוכחות שבתו""כ האמורים בלשון רבים שיהיה התיקון על ידי דברי תורה ובזה יש מדריגות וכמ""ש בזוהר הקדוש <b>לךאו</b> כל מארי תורה שקולין","https://www.sefaria.org.il/Pri_Tzadik,_Bechukotai_10:2?lang=he"
ךא,"ויועיל אז קריאת הפרשה כאלו משה רבינו ע""ה עומד וזוקף את ראשם והיינו שיוחזר להם הכתרים אף בחול דבשבת <b>בלךא</b> זה גם כן משה רבינו ע""ה מחזיר הכתרים לישראל וכנ""ל מפע""ח.","https://www.sefaria.org.il/Pri_Tzadik,_Parshat_Shekalim_2:1?lang=he"
ךא,"ושמא תאמר הלא זה יהיה בצרה הבלתי תלויה בבעל בחירה <b>ואךאש</b> שר או קצין יצר לי מה יסכון לי ש""ץ והוא יתברך לא יבטל בחירת איש כמבואר אצלנו בס' חבצלת השרון על ומן ידך מלכא ישזיב הנה בתחבולה תעשה לך ההצלה ממנו",https://www.sefaria.org.il/Rav_Peninim_on_Proverbs_25:15:7?lang=he
ךא,"והנה כאשר עלו הז' מלכים בג' בחי' להתתקן בסוד עיבור <b>בתוךאו""א</b> כנ""ל, נמצאו החסד והנצח וחצי ת""ת וחצי היסוד וחצי המלכות הימיני עומדין תוכ אבא, ומחציתן האחרת בתוך אמא.","https://www.sefaria.org.il/Talmud_Eser_HaSefirot,_Section_XI_6?lang=he"
ךא,"ואידך לא אבל בגוי וכו' ע""ש למדנו דגזל פחות מש""פ אסיר בישראל בישראל ולא עבר דקרא לא תגזול אמידי דהשבון ומעתה שפיר הכריחו התוס' דאי רבית פחות [מ]ש""פ אסור דאוריתא מאי פריך למה לי דכתב רחמנא לאו ברבית נימא <b>ךאתא</b>",https://www.sefaria.org.il/Petach_Einayim_on_Ketubot_46a:1?lang=he
ךא,"יתברך בחירתם לז""א ראו נא דרכיו יתברך שגם שאינו משנה הבחירה להרע או להיטיב מסכל דעתם לבא לקבל ענשם והיא השגחה גדולה והוא כי הנה מי יאמין יתפתו המצריים לרדוף אחרי ישראל בים דרך ולא דעת ולא תבונה לאמר הלא <b>ךא</b>",https://www.sefaria.org.il/Romemot_El_on_Psalms_107:40:1?lang=he
ךא,"אחריו פעם בצאתו מן המערה ופעם כשלקח החנית והצפחת ועל שתיהן אמר מגני ועל לכתו אחר כך אל אכיש מלך גת לחסות בצלו ולא שת לבו כי ממנו ברח ע""י שעשה עצמו איש משוגע וגם היה כובש ומחריב עיירות תחומו והיה מתאנה <b>ךאמר</b>",https://www.sefaria.org.il/Romemot_El_on_Psalms_144:2:1?lang=he
ךא,"השאלות האות היה צריך על שיקיים הבטחתו להושיעם לא על שהוא מדבר עמו, שע""ז אין <b>צריךאות</b>, ואיך היה לו אות ע""י שהביא מנחה:",https://www.sefaria.org.il/Malbim_on_Judges_6:17:1?lang=he
ךא,"וּכְשֶׁמַּשְׁבִּיעִין אוֹתוֹ, אוֹמְרִים לוֹ: הֱוֵי יוֹדֵעַ שֶׁלֹּא עַל <b>דַּעְתְּךָאָנוּ</b> מַשְׁבִּיעִין אוֹתְךָ, אֶלָּא עַל דַּעַת הַמָּקוֹם וְעַל דַּעַת בֵּית־דִּין, שֶׁכֵּן מָצִינוּ בְּמֹשֶׁה רַבֵּנוּ,","https://www.sefaria.org.il/Ein_Yaakov,_Shevuot_6:2?lang=he"
ךא,"הגם דשני ק' אלו לבד הי' אפשר לתרץ חדא בחברתה דבספרי פ' ראה רמז תתצט' ובקדושין דף טו' ודף <b>ךא'</b> יודן ברבי אמר אין רוצעין אלא במלת וחכמים אומרים הא ק""ל עבד עברי כהן אינו נרצע מפני שנעשה בעל מום ואם נרצע במלת","https://www.sefaria.org.il/Toldot_Yaakov_Yosef,_Mishpatim_38?lang=he"
ךא,"ועל מה שכ' בעל הגדרים <b>שךא</b> יתכן שיעזבו רז""ל ראשית המצוה ויסודה וכו' כבר העירותי על דבריו לעיל סי' ס""ד שאדרבה נהפוך הוא שכל דבר המפורש בכתובים והוא פשוט ומפורסם בישראל לא ידברו בו חכמי המשנה.",https://www.sefaria.org.il/The_Wars_of_God_6:11?lang=he
ךא,"בקדושה של מעלה כו', והיינו דמצות ספה""ע היא כעין ספירת ז""נ של האשה, והיא הכנה למתן תורה, ובגמרא ישראל שעמדו על הר סיני פסקה זוהמתן כו' ופליגא דראב""כ כו' עד ג' דורות לא פסקה זוהמא כו' יעקב הוליד י""ב שבטים <b>שלךא</b>","https://www.sefaria.org.il/Pri_Tzadik,_Pesach_18:1?lang=he"
ךא,"צריכה להיות "" הקמת דבר "", וזהו בקדושין ובגיטין, למשל, שג""כ ע""י נאמנות המציאות בא הקמת דבר חדש שאינה קשור בעצם המציאות אלא באה מכח המציאות, כמו, למשל, אין האישות וה""שלשה דרכים שהיא נקנית בהם"" דבר אחד, <b>אךא</b>","https://www.sefaria.org.il/HaMiddot_leCheker_haHalakhah,_Part_I,_Method_VI_4:4?lang=he"
ךא,"הַיְשָׁרָה, וְזֶה הוּא אֲשֶׁר יֶאֱצֹל עָלָיו רוּחַ אֱלֹהִי נְבוּאִי אִם יִהְיֶה רָאוּי לַנְּבוּאָה, אוֹ לִמּוִּדי אִם מַדְרֵגָתוֹ לְמַטָּה מִזֹּאת, וְיִהְיֶה חָסִיד לֹא נָבִיא, שֶׁאֵין כִּילוּת לְפָנָיו <b>יִתְבָּרֵךְאֲבָל</b>",https://www.sefaria.org.il/Kuzari_5:10?lang=he
ךא,כמא יגוז דלך פי אלערביה לכן דלך מנכר פי אלוצע אלתאני פמתי אתפקת תלת חרכאת פי אלוצע אלאול מד אחדאהא אלוצע אלתאני בקדר סאכן מתלמשכני לשכני רִצֲפַתאד אלעבראניה תסתתקל תואלי תלת חרכאת אלא פי אלתקא מתלין <b>מתלשררךאואהחע</b>,https://www.sefaria.org.il/Kuzari_2:80?lang=he
ךא,אלאמר אלאלאהי קאבלא טאיעא לאמרה לאזמא ללנטאם אלדי אמרה בה בעד אלאנואר ואלאפלאך אלא אפאצל אלנאס כאנוא אפראדא מן לדן אדם אלי יעקב תם צארוא גמאעה פחלהם אלאמר אלאלאהי מחבהלהיות להם לאלהיםונטמהם פי אלמדברנטאם <b>אלפלךארבעה</b>,https://www.sefaria.org.il/Kuzari_3:17?lang=he
ךא,"Moriah, Me'ah She'arim: וְאֵיזֶהוּ . 440 סגור במפתח או במנעול. 441 Vilna: כי <b>יסיתךאחיך</b> בן אמך וגו' [בסתר]. Others end at וגו'; Zilber ed. spells out וגומר.",https://www.sefaria.org.il/Sefer_HaYirah_235?lang=he
ךב,"ולפי <b>ךברי</b> הרב העטור דר""ש כר' עקיב' יקשה על הרי""ף דסתר דידיה אדידיה דהכא משמע דפסק כר""ש והוא פסק פ""ב כר' יוסי הגלילי לזה כתב דגמרא דידן פליג אירושלמי ואפילו דפסק הרי""ף כר""י הגלילי שפיר מצי לפסוק כר""ש לפום",https://www.sefaria.org.il/Petach_Einayim_on_Beitzah_14b:2?lang=he
ךב,"תעזוב נפשי לשאו""ל מאחר שהרב ז""ל נקט נפשיה בקציר""י והיה הוא תחילה לקוצרי""ם כנודע הכא שהרב ז""ל הביא פירש""י אמאי אכפל תנא להקשות קושיא ראשונה <b>בךברי</b> הרמב""ם ולתרצה והרי הוא כמבואר בדברי רש""י שהביא הוא ז""ל ברישא",https://www.sefaria.org.il/Petach_Einayim_on_Megillah_14b:5?lang=he
ךב,"זמן רב ראיתי למהרש""א בהלכתיה שעמד על <b>ךברי</b> התוס' ורמז לתשובת מהרי""ל סי' קמ""ט הנז""ל ע""ש ודוק:",https://www.sefaria.org.il/Petach_Einayim_on_Megillah_22a:1?lang=he
ךב,"חדר וקיטון, וסומכין עליו כסומך על הפלטר ולוקח מן הסיטון וכדברים האלה בפירושי התורה, גם באברהם ושרה, לחומר וצורה, ובזה קרעו לבבי, והשבתי כאשר השבתי, ומתוך זה הכאיבוני יותר, באמור אלי כאשר חשבוהו סולם <b>מוצךב</b>","https://www.sefaria.org.il/Minchat_Kenaot,_Correspondence_14:2?lang=he"
ךב,ולכאו' אם האוכל <b>נתברךבמעיו</b> אכל מעט והנה לשבעה אי' איפוא ישימו התבואה והפירות ומה להם בכל אלה. והנה כן אמר הכתוב ובאו עליך כל הברכות האלה והשיגוך כו' ברוך אתה בבואך וברוך אתה בצאתך.,"https://www.sefaria.org.il/Tiferet_Shlomo,_on_Torah,_Lech_Lecha_4?lang=he"
ךב,"וארבעה אותיות <b>ךבי""ד</b> באמצעיות ושלשה אותיות את""ך בשלשה אחרונות ואעפ""י שנקדנו כל השמות בציר""י כבר הודעתיך שכל אדם צריך לנקוד אותם כפי שרש נשמתו בט' נקודות הנודעות",https://www.sefaria.org.il/Sha'ar_Ruach_HaKodesh_12:5?lang=he
ךב,אם כן אין <b>לךבו</b> אלא חדושו דוקא היכא דיש בו חזקת טהרה כמו בסוטה ולא נאמר דסוטה חשיבא כמו שאין לה חזקת טהרה.,https://www.sefaria.org.il/Shita_Mekubetzet_on_Nazir_57b:2?lang=he
ךב,"דרבא וכו' אי הכי ארבעה ג' הוי אר""נ בר יצחק ג' כללות בארבע מקומות ועיין רש""י וה""ה פה יש ד' ספרים ב' ספרים של חיים דהיינו מן חיי עוה""ב ומן חיי עה""ז וכן שני ספרים של מיתה ממיתת עולם הבא ומיתת עה""ז ואלו <b>ארךבעה</b>","https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Vavei_HaAmudim_20:1?lang=he"
ךב,"<b>וכדלךבת</b> קולאלתי צחבתהם פיבית שנידרגה דון אלחזוןואלקול. פלא יסתבעד קולר ישמעאלשמעתי בת קול שמנהמת כיונהוגיר דלך, אד תבין מן משהד משה ואליהו עה מא יגעל הדא מן אלממכן, פאדא גא בה אלכבר אלצאדק וגב קבולה.",https://www.sefaria.org.il/Kuzari_3:73?lang=he
ךב,"מקרי מבריח ארי וחייב לשלם כמו ש""ש שקדם ברועים ובמקלות בשכר או אפי' ₪ שקדם ברועים ובמקלות בשכר אע""פ שאין מוטל עליו לקדם בשכר אלא בחנם או כל אדם שקדם בשכר שנוטל מבעה""ב מה שההנהו שפי' בתוס' יפה ואין לי <b>להאריךבזה</b>","https://www.sefaria.org.il/Teshuvot_Maharam,_Berlin_Edition,_Part_II_19:1?lang=he"
ךב,"לדקדק תיבת ממנו כמ""ש בסוטה דף ט' כל הנותן עיניו במה שאינו שלו מה שמבקש אין נותנין לו ומה שבידו נוטלין הימנו וז""ש כל המחזר אחר הגדולה לקנות מה שאינו שלו לא מיבעיא דלא יזכה להא דמחזר אלא מה שיש בידו איזה <b>ךבר</b>",https://www.sefaria.org.il/Petach_Einayim_on_Eruvin_13b:5?lang=he
ךב,"וכן נראה <b>מךברי</b> רש""י בסנהדרין דף י""ט שכתב דטעמא דיבום משום דגנאי הוא לקום על שם אחיו ע""ש אלמא דוקא משום אשר זרעו בו יקום על שם אחיו הוי גנאי הא לא""ה שפיר דמי ואף דהוא כלי הדיוט דנשתמש בו הדיוט מותר למלך",https://www.sefaria.org.il/Petach_Einayim_on_Gittin_6b:2?lang=he
ךב,"ותו דאינו מובן <b>מךבריו</b> כל כך: והטור א""ה סי' קי""ג כתב אם מתו אחיה קודם שנטלה עשור נכסים אינה גובה מבניהם אלא זבורית ובשבועה ומרן בב""י מייתי סוגיין ופירוש רש""י הנז' סתם.",https://www.sefaria.org.il/Petach_Einayim_on_Ketubot_69a:2?lang=he
ךב,"כלשון זה איתא במהרי""ו ויש מגיהין כמו חמץ ברור וזה צ""ע דלמה ליה למימר הכי דהא כל מקום שמשתמשין חמץ <b>צריךבדיקה</b> ואפי' בספק אם יש שם חמץ וגם מה שכתב המג""א שא""א שלא נפל שם חמץ במהרי""ו ליתא לתיבת חמץ:","https://www.sefaria.org.il/Yad_Ephraim_on_Shulchan_Arukh,_Orach_Chayim_433:3?lang=he"
ךב,"ולי השפל נסחא זו נראית עיקר והיא דווקנית <b>ךבסמוך</b> מתקיף לה ר' זירא ומהדר ליה אביי ואחר זה רבי זירא השיב תחת ב""ה והשיב לו אביי ולטעמיך.",https://www.sefaria.org.il/Petach_Einayim_on_Chagigah_6a:1?lang=he
ךב,ימות ברעב ולא ישקוט עד יעקור ג' עמודי עולם תורה ועבודה וגמילת חסדים גם עם נפשו ולא דעת ולא תבונה לשוב מדרכו ולבא אל העמן נשית לב אל אומרו שחל בדרך כי לא מצינו עצל ידבר כהוללות הזה ולמה שלמה בחכמתו יוציא <b>מךבו</b>,https://www.sefaria.org.il/Rav_Peninim_on_Proverbs_26:13:1?lang=he
ךב,"וצ""ל דשאני מגילה זהו תורף דברי הרב הנזכר בכ""י: ולפי מ""ש הרב תרומת הדשן בפסקים וכתבים סימן ר""ך משם ראבי""ה נראה דסבר כריא""ז דה""ה בשאר איסורין דרבנן אלא שהלשון מוטעה והגיהו מהרח""ש בקונטריסו המופלא והביא <b>ךבריו</b>","https://www.sefaria.org.il/Ayin_Zokher,_Letter_Kof_18?lang=he"
ךב,"וּמַה דְּאִתְּמַר הַטֵּה יְיָ אָזְנְךָ, <b>אָזְנְךָבִּזְעֵיר</b> אַפִּין אִתְּמַר.","https://www.sefaria.org.il/Zohar,_Idra_Rabba_31:240?lang=he"
ךב,"דבשגם זה משה, היינו דהוא המתקן זה דאף על פי שהוא בשר הי' יכול לעלות למרום מקום שאין שייכות לתאות כלל כמו שאמרו יצר הרע יש ביניכם, והם אמרו על משה רבינו ע""ה מה לילוד אשה ולא אמרו מה לבשר ודם אבל הוא כבר <b>נזדכךבשרו</b>",https://www.sefaria.org.il/Takanat_HaShavin_10:1?lang=he
ךב,"בני, תבחר מחנק נפשך ואל תצטרך לבריות, והוי זהיר להיות ל <b>ךבנים</b> ולגדל לתלמוד תורה, כי בשבילם תזכה לחיי עולם הבא, והוי זהיר מאשתך מחתנה הראשון .",https://www.sefaria.org.il/Shevet_Musar_16:4?lang=he
ךב,"מקשים דלימא קרא ארץ חטה וזית שמן ושעורה ודבש וגפן וכו' ואני ההדיוט בקונטריס יעיר אזן מכללים תירצתי דאצטריך הארץ הלזו בתרא לג""ש <b>ךבכורים</b> שיהיו מז' המינים ע""ש באורך ועתה ראיתי בתוס' ישנים כ""י שכתוב שם וז""ל",https://www.sefaria.org.il/Petach_Einayim_on_Berakhot_41b:2?lang=he
ךב,"ואולם לפי האמת רב הונא לא ידע כי אם גירסתנו ולענין דינא שוין דהמעשה הוא לפסולא <b>ומךבריו</b> הבין דיש גירסא אחרת וא""ל היכי תנית וא""ל רב חנן גירסתו והש""ס לקצר לשון קאמר א""ל איפכא.",https://www.sefaria.org.il/Petach_Einayim_on_Rosh_Hashanah_22a:1?lang=he
ךב,"בעז""הי יום ב' סיון <b>תקךב""ל</b> פ""ה:","https://www.sefaria.org.il/Sheilat_Yaavetz,_Volume_II_3:1?lang=he"
ךב,"אפשר דלאו דוקא חייבות אלא כי טוב וישר להם אבל אינו חיוב גמור וכן מוכח <b>מךברי</b> הרב בית חדש א""ח סי' מ""ז ע""ש ובמגן אברהם שם וסימן קפ""ג ע""ש: ויותר נראה לומר דחיובם אינו מצד מצות תלמוד תורה דכיון דהכתוב מעטינהו",https://www.sefaria.org.il/Petach_Einayim_on_Shabbat_33a:5?lang=he
ךב,"זלה""ה בדרשותיו פ' וישלח שכתב דלש""ס דסבר יש מיתה בלא חטא מי שהובטח סליק דרגא דאין מיתה בלא חטא וכתב וז""ל אשר בזה מתקו לחיכי דברי הרא""ם שכתב וכו' והקשה עליו מהרש""א דבשבת נפשט ךיש מיתה בלא חטא ובאמת כי <b>ךברי</b>",https://www.sefaria.org.il/Petach_Einayim_on_Shabbat_55a:12?lang=he
ךב,"יוֹמָא <b>דִּמְחַיִךְבֵּיהּ</b> רַבִּי, אַתְּיָא פּוּרְעָנוּתָא בְּעָלְמָא. אָמַר לֵיהּ לְבַר־ קַפָּרָא: לָא תְּבַדְּחָן, וְיָהִיבִנָא לָךְ אַרְבְּעִין גְּרִיוֵי חִיטֵּי.","https://www.sefaria.org.il/Ein_Yaakov,_Nedarim_6:10?lang=he"
ךב,"חתי אחתיג חמלה להדה אלגמלה פאכתאר אללה <b>לדלךבני</b> לוילאנהם אלמקרבון לא סימא מן וקת אלעגל אד קילוַיֵּאָסְפוּ אֵלָיו כָּל בְּנֵי לֵוִי, פאכתאר לאשרפהם והו אלעזר אשרף אלאשיא ואלטפהא כמא קילוּפְקֻדַּת אֶלְעָזָר",https://www.sefaria.org.il/Kuzari_2:26?lang=he
ךב,"מי שיש לו חוש עמוק ביראת שמים, ותמיד משתוקק הוא בפנימיות <b>ךבבו</b> להוציא מן הכח אל הפועל את החוש הקדוש הזה, ונפשו בקרבו שוקקת להיות מקושר בדבקות אלהית, לפי הרגשתו והשגתו, והוא רוצה לעלות בתשוקה רוחנית זו תמיד",https://www.sefaria.org.il/Shemonah_Kevatzim_5:251:1?lang=he
ךב,"איננו באים כמובן לחוות דעתנו על הנטייה, ועל המגמה ועל <b>הצורךבמאבק</b> עצמי. היא מעידה רק על קושי והתמודדות. וד""ל. 40 ""'ראה נתתי לפניך היום""; וגו'. בכל יום ויום יהו לפניך חדשים.",https://www.sefaria.org.il/Mishnat_Eretz_Yisrael_on_Mishnah_Horayot_3:6:20?lang=he
ךג,"ולעולם דיש מקום לומר <b>ךגם</b> הרי""ף כן דעתו זה אפשר לומר בדברי הרא""ש.",https://www.sefaria.org.il/Petach_Einayim_on_Beitzah_14b:2?lang=he
ךג,"האמצעי יבין סוד מה שאמרו חכמינו ז""ל גדולה דעה שנתנה בין שני שמות א""ל דעות ה' הכל רמוז במקום זה לפיכך הביא בתחלת שאלות י""ח אתה חונן לאדם דעת וכתךיב כי אתה הדעת מאסת ואמאסך מכהן לי ותשכח תורת אלה""יך אשכח <b>בניךגם</b>",https://www.sefaria.org.il/Shaarei_Tzedek_5:51?lang=he
